,Unnamed: 0,id,subject_class_x,subject_id,object_class,object_id,context_class_x,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,created_at_year,created_at_quarter,created_at_month,created_at_date,created_at_weekday,created_at_hour,subject_class_y,context_class_y,Категория,action_category,action
117,100779,567226,Deal,4573.0,User,127.0,Deal,4573.0,1610370248,"Annenkov, Aleksey изменил этап сделки №4573 - <rb-link object=""Deal"" text=""4573.Сделка с клиентом ООО &quot;Тамбовагрофуд&quot;"" params=""{&quot;id&quot;:4573,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 2. Презентационная работа. Клиент: <rb-link object=""Company"" text=""ООО &quot;Тамбовагрофуд&quot;"" params=""{&quot;id&quot;:4934}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,изменил этап сделки
118,100778,567227,Event,42696.0,User,127.0,Event,42696.0,1610370274,"Создана новая задача - Плановый визит. Ответственный: Annenkov, Aleksey. Автор: Annenkov, Aleksey. Завершить не позднее: 12.11.2020.",24.0,,False,,2021,1,1,2021-01-11,1,16,Event,Event,Календарь,calendar,Создано новое событие календаря
120,100785,567220,DealActualStagePoint,172592.0,User,127.0,Deal,4573.0,1610370235,"Annenkov, Aleksey, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №4573 - <rb-link object=""Deal"" text=""4573.Сделка с клиентом ООО &quot;Тамбовагрофуд&quot;"" params=""{&quot;id&quot;:4573,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,16,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
121,100754,567251,Deal,4574.0,User,127.0,Deal,4574.0,1610370655,"Annenkov, Aleksey, Менеджер по продажам отдела техники, изменил значение в поле ""Дата контрактации"" в сделке №4574 - <rb-link object=""Deal"" text=""4574.Сделка с клиентом ИП Глава КФХ Борисов Владимир Александрович"" params=""{&quot;id&quot;:4574,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 26.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
122,100722,567283,Deal,3049.0,User,68.0,Deal,3049.0,1610371062,"Dolmatov, Evgeny, Менеджер по продажам техники, отложил сделку №3049 - <rb-link object=""Deal"" text=""3049.Сделка с клиентом ООО Агроном-сад"" params=""{&quot;id&quot;:3049,&quot;type&quot;:&quot;equipment&quot;}""></rb-link> до 30.04.2021.",83.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,отложил сделку
123,100752,567253,DealActualStagePoint,172634.0,User,127.0,Deal,4574.0,1610370659,"Annenkov, Aleksey, Менеджер по продажам отдела техники, выбрал пункт чек-листа 2. Внесение данных в карточку RB обновленных данных о контактных лицах (ЛПР, ЛВПР и прочих контактных лицах) в сделке №4574 - <rb-link object=""Deal"" text=""4574.Сделка с клиентом ИП Глава КФХ Борисов Владимир Александрович"" params=""{&quot;id&quot;:4574,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,16,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
124,100730,567275,DealProduct,7137.0,User,127.0,Deal,4574.0,1610370913,"Annenkov, Aleksey добавил 1 ед. товара <rb-link object=""Product"" text=""Трактор New Holland T8.380 Спецификация B ALL 01"" params=""{&quot;id&quot;:436,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""4574.Сделка с клиентом ИП Глава КФХ Борисов Владимир Александрович"" params=""{&quot;id&quot;:4574,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19.0,,False,,2021,1,1,2021-01-11,1,16,DealProduct,Deal,Сделка,deal,добавил товар в сделку
125,100729,567276,Deal,3649.0,User,68.0,Deal,3649.0,1610370921,"Dolmatov, Evgeny, Менеджер по продажам техники, активировал сделку №3649 - <rb-link object=""Deal"" text=""3649.Сделка с клиентом ЗАО СХП &quot;Мокрое&quot;"" params=""{&quot;id&quot;:3649,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",84.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,активировал сделку
126,100728,567277,Deal,3649.0,User,68.0,Deal,3649.0,1610370944,"Dolmatov, Evgeny, Менеджер по продажам техники, отложил сделку №3649 - <rb-link object=""Deal"" text=""3649.Сделка с клиентом ЗАО СХП &quot;Мокрое&quot;"" params=""{&quot;id&quot;:3649,&quot;type&quot;:&quot;equipment&quot;}""></rb-link> до 31.05.2021.",83.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,отложил сделку
127,100727,567278,Deal,3562.0,User,68.0,Deal,3562.0,1610370979,"Dolmatov, Evgeny, Менеджер по продажам техники, активировал сделку №3562 - <rb-link object=""Deal"" text=""3562.Сделка с клиентом ООО Донских"" params=""{&quot;id&quot;:3562,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",84.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,активировал сделку
128,100726,567279,Comment,59083.0,User,68.0,Deal,3562.0,1610371013,"Dolmatov, Evgeny создал новый комментарий ""купил трактора масей, как и говорил"" в сделке №3562 - .",3.0,,False,,2021,1,1,2021-01-11,1,16,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
129,100725,567280,Deal,3562.0,User,68.0,Deal,3562.0,1610371023,"Dolmatov, Evgeny, Менеджер по продажам техники, отложил сделку №3562 - <rb-link object=""Deal"" text=""3562.Сделка с клиентом ООО Донских"" params=""{&quot;id&quot;:3562,&quot;type&quot;:&quot;equipment&quot;}""></rb-link> до 26.04.2021.",83.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,отложил сделку
130,100724,567281,Deal,3562.0,User,68.0,Deal,3562.0,1610371023,"Dolmatov, Evgeny, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №3562 - <rb-link object=""Deal"" text=""3562.Сделка с клиентом ООО Донских"" params=""{&quot;id&quot;:3562,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 26.04.2021.",85.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
131,100731,567274,Deal,3649.0,User,68.0,Deal,3649.0,1610370760,"Dolmatov, Evgeny, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №3649 - <rb-link object=""Deal"" text=""3649.Сделка с клиентом ЗАО СХП &quot;Мокрое&quot;"" params=""{&quot;id&quot;:3649,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.05.2021.",85.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
132,100723,567282,Deal,3049.0,User,68.0,Deal,3049.0,1610371044,"Dolmatov, Evgeny, Менеджер по продажам техники, активировал сделку №3049 - <rb-link object=""Deal"" text=""3049.Сделка с клиентом ООО Агроном-сад"" params=""{&quot;id&quot;:3049,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",84.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,активировал сделку
133,100721,567284,Deal,3049.0,User,68.0,Deal,3049.0,1610371062,"Dolmatov, Evgeny, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №3049 - <rb-link object=""Deal"" text=""3049.Сделка с клиентом ООО Агроном-сад"" params=""{&quot;id&quot;:3049,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 30.04.2021.",85.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
134,100720,567285,Event,42698.0,User,127.0,Event,42698.0,1610371146,"Создана новая задача - Обсуждение сделки. Ответственный: Annenkov, Aleksey. Автор: Annenkov, Aleksey. Клиент: <rb-link object=""Company"" text=""ООО Тамбовагропромхимия"" params=""{&quot;id&quot;:4987}""></rb-link>. Завершить не позднее: 17.11.2020.",24.0,,False,,2021,1,1,2021-01-11,1,16,Event,Event,Календарь,calendar,Создано новое событие календаря
138,100715,567290,Deal,3035.0,User,68.0,Deal,3035.0,1610371532,"Dolmatov, Evgeny, Менеджер по продажам техники, активировал сделку №3035 - <rb-link object=""Deal"" text=""3035.Сделка с клиентом АО &quot;БАЙЕР&quot;"" params=""{&quot;id&quot;:3035,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",84.0,,False,,2021,1,1,2021-01-11,1,16,Deal,Deal,Сделка,deal,активировал сделку
139,100714,567291,Comment,59084.0,User,68.0,Deal,3035.0,1610371615,"Dolmatov, Evgeny создал новый комментарий ""Пока покупать передумали"" в сделке №3035 - .",3.0,,False,,2021,1,1,2021-01-11,1,16,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
